,pick1_encoded,pick2_encoded,pick3_encoded,pick4_encoded,pick5_encoded,winrate_pick1,winrate_pick2,winrate_pick3,winrate_pick4,winrate_pick5,count_pick1,count_pick2,count_pick3,count_pick4,count_pick5,kills,deaths,assists,team kpm,ckpm,gspd,gpr,gamelength,firstblood,firstdragon,dragons,elementaldrakes,firstherald,heralds,firstbaron,barons,firsttower,firstmidtower,firsttothreetowers,turretplates,earned gpm,goldat15,goldat20,goldat25,golddiffat15,golddiffat20,golddiffat25,xpdiffat20,xpdiffat25,wardsplaced,visionscore,wardskilled,controlwardsbought,cspm,minionkills,monsterkills,csat15,csdiffat15,csat20,csdiffat20,csat25,csdiffat25,damagetochampions,damagetakenperminute,damagemitigatedperminute
498,64,26,89,100,93,0.7272727272727273,0.5,1.0,0.5,0.7,11.0,6.0,10.0,2.0,10.0,12,9,30,0.4223,0.739,-0.030712,-0.28,1705,0,0,1,1,1,1,1,1,1,1,1,8,1167.8358,25568,32839,44019,-581,-1623,1791,-2590,3272,83,191,30,31,29.1026,654,173,493,-35,643,-59,752,-61,71730,2874.2991,3252.3519
738,52,5,108,43,3,0.5961538461538461,0.6428571428571429,0.6875,0.5,0.8636363636363636,52.0,14.0,32.0,8.0,22.0,7,20,9,0.2672,1.0305,-0.156682,-1.59,1572,1,1,3,3,1,2,0,0,0,0,0,4,995.229,25093,32754,40952,-903,-3744,-8784,-2777,-7823,85,197,30,38,32.3282,696,151,551,-10,658,-30,827,-20,49024,3108.5878,3453.3206
1569,29,7,106,21,64,0.2142857142857142,0.2972972972972973,0.1,0.0769230769230769,0.0,14.0,37.0,10.0,13.0,1.0,13,20,30,0.4444,1.1282,-0.0438656,-1.16,1755,1,0,0,0,1,1,1,1,0,0,0,1,1060.1368,26030,34740,43071,-755,-1183,-3777,599,-1754,95,241,49,48,31.4188,748,171,527,-12,719,-20,868,-67,69561,4177.7094,3244.4444
1178,53,64,39,69,53,0.6,0.6666666666666666,0.2105263157894736,0.3684210526315789,0.7142857142857143,10.0,6.0,19.0,19.0,14.0,10,8,29,0.3156,0.5681,0.0927835,1.95,1901,1,1,4,4,1,1,1,1,1,1,1,7,1267.4171,24971,36420,44917,1840,2619,3045,282,371,105,255,45,39,35.3814,930,191,581,15,787,10,935,5,91275,3117.7906,4273.9506
855,52,58,3,4,113,0.5434782608695652,0.6595744680851063,0.6,0.8,1.0,46.0,47.0,20.0,15.0,1.0,21,5,43,0.7875,0.975,-0.00770089,1.76,1600,1,1,3,3,0,1,0,0,1,1,1,6,1361.5125,27499,38225,47063,1481,3353,2470,468,242,88,219,40,40,35.3625,787,156,497,-3,703,-2,901,25,52443,2408.5875,2521.275
1566,58,41,25,40,83,0.7142857142857143,0.6153846153846154,0.5483870967741935,0.5384615384615384,0.5625,14.0,26.0,31.0,13.0,16.0,13,7,36,0.4906,0.7547,0.0707359,0.93,1590,0,1,3,3,0,0,1,1,1,0,0,8,1313.2453,24776,35425,46620,-301,1301,4431,1278,5611,130,322,78,37,35.9245,786,166,554,5,725,-6,914,10,63209,3388.3019,2119.4717
152,61,62,34,24,2,0.3125,0.3181818181818182,0.3846153846153846,0.2142857142857142,0.0,16.0,44.0,13.0,14.0,4.0,6,11,14,0.1915,0.5426,-0.0931009,-2.01,1880,0,0,1,1,1,1,0,0,0,0,0,2,993.7979,23403,30841,40138,-756,-4440,-5434,-2457,-4636,121,269,49,43,33.5745,871,181,536,-15,715,-52,856,-57,38287,3447.4149,2533.0532
1328,61,23,93,3,2,0.4375,0.5714285714285714,0.5,0.25,0.25,16.0,7.0,4.0,16.0,4.0,20,28,50,0.4381,1.0515,-0.00907323,0.97,2739,1,1,3,3,1,1,0,1,0,1,1,2,1199.1895,26097,35120,46075,1306,983,3575,-632,906,224,515,87,65,33.3406,1270,252,577,33,778,22,1003,35,135902,3409.1785,3439.7371
570,34,38,82,17,30,0.4545454545454545,0.625,0.75,0.3076923076923077,0.6666666666666666,11.0,32.0,8.0,13.0,9.0,4,8,9,0.1171,0.3514,-0.125196,-1.98,2049,0,0,0,0,1,1,0,0,0,0,0,3,913.3821,23641,31579,40613,-1968,-3540,-2567,-1908,-1087,109,283,60,40,32.5037,924,186,531,-35,728,-45,910,-53,69786,3081.5813,3835.4905
366,14,5,91,24,53,0.0,0.0,0.0,0.375,0.1428571428571428,7.0,2.0,1.0,8.0,7.0,8,19,18,0.2781,0.9386,-0.164003,-1.88,1726,0,0,1,1,1,2,0,0,0,1,0,6,965.2839,25788,34946,41700,-2119,-3090,-9316,-195,-6296,106,219,39,43,31.7729,761,153,549,-15,743,-17,835,-52,43179,3499.0151,2891.3673
1900,62,89,108,72,118,0.6486486486486487,0.8,0.6875,0.4242424242424242,1.0,37.0,5.0,32.0,33.0,1.0,18,4,52,0.5714,0.6984,0.06782,1.05,1890,1,1,3,3,1,1,1,2,1,1,1,6,1415.873,24710,32951,46075,492,-474,4554,-2374,5306,148,352,71,38,35.3968,899,216,530,-32,725,-53,888,-56,78755,3264.1587,3310.4762
833,39,53,32,53,127,0.8181818181818182,0.7142857142857143,0.6521739130434783,0.631578947368421,0.717948717948718,11.0,7.0,23.0,19.0,39.0,16,6,32,0.5339,0.7341,0.0757297,0.42,1798,0,1,3,3,0,0,1,1,1,1,1,6,1368.6874,26063,34730,46257,-442,-1021,2265,-477,5298,98,223,56,37,36.8743,931,174,496,-23,706,3,934,33,57027,2207.0189,2488.7653
804,23,78,1,34,26,0.3333333333333333,0.6666666666666666,0.5,0.3846153846153846,0.0,15.0,33.0,14.0,13.0,3.0,14,21,34,0.3836,0.9589,-0.0697745,-0.99,2190,1,0,2,2,1,2,0,0,0,0,0,5,1147.0685,24656,33396,43372,-245,-2791,-1905,-2268,-1681,175,393,75,62,34.3288,1034,219,553,6,728,-35,876,-37,95249,3200.137,3905.4521
155,70,39,36,102,99,0.4210526315789473,0.3636363636363636,0.4791666666666667,0.3157894736842105,0.2,38.0,11.0,48.0,19.0,5.0,5,8,10,0.1576,0.4099,-0.0426497,-0.03,1903,1,0,0,0,1,1,0,0,1,0,0,6,945.5281,24785,33619,41297,1082,-164,-1796,710,-76,97,256,53,53,31.6868,829,176,514,-12,697,-8,863,-38,34504,3233.5681,4055.0289
1083,65,54,9,74,0,0.391304347826087,0.2857142857142857,0.2777777777777778,0.2333333333333333,0.0833333333333333,23.0,28.0,36.0,30.0,12.0,12,18,25,0.3068,0.7669,-0.0591169,-1.12,2347,1,1,2,2,0,0,0,0,1,0,1,5,1167.9421,25671,34584,43923,610,-1772,-2390,-3298,-4041,196,403,72,67,34.2054,1145,193,516,-48,709,-81,876,-81,83872,3535.8841,4264.6272
895,22,7,61,72,61,0.4,0.2777777777777778,0.4,0.2857142857142857,0.3,45.0,36.0,5.0,28.0,20.0,6,18,15,0.2158,0.8633,-0.317839,-3.71,1668,1,1,1,1,1,1,0,0,0,0,0,4,894.2446,22800,30128,37909,-2710,-8665,-12653,-5936,-10984,87,185,29,30,31.4388,759,115,498,-73,642,-109,784,-149,44168,3397.1942,3372.6978
1738,12,36,36,67,53,0.68,0.6,0.6097560975609756,0.6428571428571429,0.5333333333333333,25.0,20.0,41.0,14.0,15.0,19,4,50,0.675,0.8171,0.21693,4.94,1689,1,1,4,4,1,1,1,1,1,1,1,11,1387.389,28338,40760,51153,4419,9411,12036,2676,7663,92,247,33,43,33.0018,754,175,557,25,723,10,857,19,92283,3720.071,4276.6607
1799,70,78,41,72,124,0.5238095238095238,0.6153846153846154,0.5714285714285714,0.5555555555555556,0.4,21.0,13.0,7.0,18.0,10.0,20,9,59,0.6845,0.9926,0.010316,-0.67,1753,0,1,1,1,0,0,1,1,0,0,0,2,1355.2196,24608,34743,44931,-1218,-1313,4,-9,1970,139,304,57,43,34.4324,805,201,512,-14,693,-23,880,3,65722,3245.7501,2936.6115
293,70,39,99,90,16,0.5416666666666666,0.5625,0.6486486486486487,0.6666666666666666,0.6,48.0,16.0,37.0,6.0,5.0,18,4,40,0.6129,0.7151,0.0652518,0.78,1762,1,0,2,2,1,2,1,1,0,1,0,3,1260.7832,23919,33833,43752,-1784,-496,1708,-769,3127,0,225,45,39,31.8729,787,149,470,-48,646,-82,801,-99,64248,3182.7923,3797.3666
595,4,87,44,38,53,0.5333333333333333,0.3846153846153846,0.5769230769230769,0.3636363636363636,0.6896551724137931,15.0,13.0,26.0,22.0,29.0,12,9,19,0.3834,0.6709,0.10596,2.51,1878,1,1,4,4,0,0,1,1,1,1,1,6,1268.754,25137,33923,43522,1288,2159,4902,3348,4934,94,257,49,38,35.9425,906,219,525,41,731,56,956,130,101395,2791.278,3393.2268
850,23,78,59,27,68,0.3125,0.125,0.25,0.25,0.2,16.0,8.0,4.0,4.0,20.0,4,11,6,0.1244,0.4666,-0.0562076,-0.02,1929,1,1,1,1,1,1,0,0,1,0,0,5,1044.79,24995,34649,42773,405,1235,-610,-67,-3700,125,304,61,51,36.7341,969,212,580,7,798,32,1004,37,44944,2193.437,2731.7574
1396,33,88,0,3,19,0.8611111111111112,0.5416666666666666,0.5238095238095238,0.8636363636363636,0.631578947368421,36.0,48.0,21.0,22.0,19.0,22,10,76,0.6086,0.8852,0.163265,0.12,2169,0,0,3,3,0,0,1,2,0,0,0,2,1328.3264,24411,32328,42401,-639,-3324,-862,-3462,-194,125,326,86,49,32.3928,922,249,596,8,768,-8,894,-5,143422,3845.8091,4224.0387
959,70,33,3,4,41,0.717948717948718,1.0,0.6,0.8,0.6097560975609756,39.0,1.0,20.0,15.0,41.0,13,4,24,0.4178,0.5463,0.129332,3.22,1867,1,1,4,4,1,1,1,2,1,1,1,6,1360.5892,24876,36485,48442,1966,5498,9229,1407,7424,150,379,89,43,36.3792,909,223,501,-34,711,-14,930,40,55743,2466.9738,2874.4724
1883,56,37,72,111,29,0.5714285714285714,0.5714285714285714,0.5757575757575758,0.4814814814814814,0.5483870967741935,7.0,7.0,33.0,27.0,31.0,17,14,42,0.3422,0.624,0.0553803,-0.32,2981,0,1,3,2,0,0,1,2,0,0,0,5,1279.101,26061,35755,47790,-2070,-1710,1563,2582,9807,170,440,88,69,35.8068,1452,327,560,59,793,81,975,109,119333,3873.633,3727.4673
1065,65,54,52,8,84,0.4375,0.45,0.2777777777777778,0.2972972972972973,0.4090909090909091,16.0,20.0,18.0,37.0,22.0,4,15,10,0.1157,0.5497,-0.101638,-1.78,2074,0,1,2,2,0,0,0,0,0,0,0,2,939.6336,23838,31957,41206,-2191,-3669,-2429,-2273,-1247,133,289,56,51,33.703,960,205,526,-6,701,-1,925,16,75169,3406.5767,3281.0511
1123,53,7,58,48,41,0.6,0.4090909090909091,0.3125,0.7142857142857143,0.4791666666666667,10.0,22.0,16.0,14.0,48.0,17,5,53,0.4075,0.5274,0.115119,-0.03,2503,0,0,3,3,0,0,1,2,0,0,0,1,1199.1131,23607,32506,40285,-1402,-488,-1065,1077,1459,140,350,65,50,32.3372,1099,250,512,-59,677,-56,846,-54,91832,3478.322,6460.6312
495,65,54,103,1,30,0.7142857142857143,0.8076923076923077,0.6,0.75,0.9,14.0,26.0,20.0,12.0,10.0,22,6,52,0.5846,0.744,0.0671034,0.13,2258,0,0,4,4,0,0,0,2,0,0,0,4,1330.3897,24060,33671,42986,-498,-4,-630,5002,1835,157,468,103,53,35.4739,1063,272,549,9,763,45,943,66,85793,2568.1222,3099.8849
463,45,62,104,34,102,0.4242424242424242,0.5961538461538461,0.45,0.65,0.5714285714285714,33.0,52.0,20.0,20.0,14.0,2,15,3,0.0687,0.5842,-0.217237,-3.61,1746,0,1,2,2,0,0,0,0,0,0,0,1,1016.7354,23553,32245,40945,-4069,-5855,-7357,-607,-1405,117,240,74,44,37.5945,919,175,563,20,771,20,979,14,31778,2571.2027,2705.3952
1426,24,59,71,34,1,0.75,0.5,0.0,0.3846153846153846,0.5,16.0,10.0,1.0,13.0,14.0,14,29,27,0.4497,1.3812,-0.0972192,-1.08,1868,1,1,3,3,0,0,0,0,1,0,0,4,1127.2805,25559,34020,41284,-1388,-2427,-7174,-2130,-9977,125,258,52,42,31.9914,817,179,527,10,691,4,813,-6,80884,4199.3576,3208.651
739,23,23,99,8,83,0.7058823529411765,0.6521739130434783,0.65625,0.7297297297297297,0.6,17.0,23.0,32.0,37.0,5.0,20,7,45,0.7634,1.0305,0.156682,1.59,1572,0,0,1,1,0,0,1,1,1,1,1,6,1426.4122,25996,36498,49736,903,3744,8784,2777,7823,89,199,31,34,33.0916,689,178,561,10,688,30,847,20,63263,2756.4504,2283.9695
135,19,15,58,5,99,0.1666666666666666,0.25,0.25,0.1666666666666666,0.4,6.0,4.0,24.0,18.0,5.0,8,17,14,0.2612,0.7835,-0.138638,-2.18,1838,0,0,0,0,0,0,0,0,0,0,0,4,1041.5452,24384,33134,42574,-2136,-4210,-5952,-1917,-5137,124,252,55,52,33.1338,876,139,528,9,707,11,871,-20,52932,3133.7758,2805.1469
1690,70,53,9,3,37,0.3103448275862069,0.1,0.391304347826087,0.1818181818181818,0.3125,29.0,10.0,23.0,11.0,32.0,10,19,20,0.344,0.9977,-0.106766,1.46,1744,1,0,2,2,1,1,0,0,1,1,1,8,1041.9151,27080,35199,43596,4273,1849,240,-249,-2457,105,246,45,47,31.5826,761,157,533,12,722,9,835,1,67727,3968.2913,3838.6927
320,61,62,9,75,116,0.8333333333333334,0.6595744680851063,0.65,0.6666666666666666,0.7142857142857143,24.0,47.0,60.0,6.0,21.0,15,9,32,0.4471,0.7154,0.0310195,1.53,2013,0,1,4,4,1,1,1,2,1,1,1,6,1201.6393,25255,35640,41228,884,1999,1430,1882,1041,114,285,47,49,29.7765,772,227,516,13,683,24,795,13,81998,3092.2206,2917.3174
1888,49,62,85,112,82,0.6595744680851063,0.5434782608695652,0.3333333333333333,1.0,0.8,47.0,46.0,9.0,2.0,15.0,16,9,37,0.5393,0.8427,-0.0051788,0.15,1780,0,0,1,1,1,1,0,0,1,1,1,5,1125.3708,25880,34891,41943,-165,1320,507,-2491,-4010,113,264,46,37,32.3258,794,165,501,-24,687,-33,850,-60,77947,2632.8539,2286.8764
719,49,41,108,6,14,0.0,0.6363636363636364,0.4,0.5,0.4,7.0,11.0,5.0,10.0,5.0,8,22,20,0.2329,0.8734,-0.111205,-0.08,2061,0,1,2,2,1,2,0,0,1,1,1,6,1032.6929,26284,35447,43357,1614,1327,-432,548,-3579,134,342,63,56,32.6055,950,170,540,32,707,17,858,21,69680,3601.5429,3633.1587
1547,70,72,99,3,29,0.4814814814814814,0.5652173913043478,0.53125,0.75,0.5483870967741935,27.0,23.0,32.0,8.0,31.0,31,7,73,1.0909,1.3372,0.254998,3.51,1705,1,1,3,3,0,0,1,1,1,1,1,3,1506.5455,25535,38595,54146,2194,6018,14087,5677,14334,110,277,59,44,33.783,761,199,576,28,723,59,877,87,107070,3533.4897,3235.6716
76,36,82,48,8,124,0.7692307692307693,0.7272727272727273,0.75,0.65,0.6363636363636364,26.0,11.0,28.0,60.0,11.0,4,12,9,0.1111,0.4444,-0.0203444,-0.44,2160,0,1,2,2,0,1,1,1,0,0,1,2,1048.0556,22729,30852,44730,-2416,-2577,3786,-1442,4198,121,324,60,57,32.5278,972,199,506,-19,700,-18,852,-31,68498,2761.6111,2205.75
1730,24,48,74,102,8,0.2,0.0,0.3793103448275862,0.1538461538461538,0.3333333333333333,5.0,2.0,29.0,13.0,3.0,20,26,56,0.4293,0.9875,0.0660612,0.5,2795,1,1,3,3,1,1,1,3,1,0,0,3,1111.5564,24393,33665,43971,847,305,2557,3,4549,159,439,84,69,29.0018,1098,253,575,29,741,19,894,19,149461,4466.2755,3782.2755
427,26,6,44,108,94,0.25,0.6,0.5769230769230769,0.0,0.2,4.0,15.0,26.0,4.0,5.0,18,17,47,0.4756,0.9247,-0.0125786,1.15,2271,1,1,4,4,1,2,0,0,0,1,0,4,1138.5997,24484,35397,42969,1136,3058,-136,1417,-3363,171,409,70,66,33.2365,1008,250,552,14,771,8,952,14,112372,3479.5244,2987.3448
1238,61,7,0,6,82,0.3125,0.4090909090909091,0.391304347826087,0.3181818181818182,0.3809523809523809,16.0,22.0,23.0,22.0,21.0,21,4,57,0.7059,0.8403,0.13405,3.05,1785,1,1,3,3,1,1,1,1,1,1,1,6,1405.6807,26320,37298,46173,3572,5685,4957,5899,6615,145,336,64,42,37.042,894,208,559,31,738,40,928,41,84763,2668.4706,3136.7395
788,58,41,5,23,82,0.7916666666666666,0.8292682926829268,0.8064516129032258,0.9,0.8,24.0,41.0,31.0,10.0,20.0,12,11,38,0.3873,0.7423,0.0189785,0.16,1859,1,0,1,1,1,1,1,1,0,0,0,4,1303.6364,24886,34574,44954,-290,-747,-182,-2816,-2118,97,262,69,37,35.3093,902,192,509,-30,710,-42,884,-36,77586,2716.17,2898.7843
1770,9,37,38,58,68,0.6296296296296297,0.5714285714285714,0.75,0.0,0.375,27.0,7.0,16.0,1.0,16.0,18,16,42,0.4252,0.8031,-0.0301803,0.63,2540,1,0,3,3,0,0,1,2,1,0,1,3,1175.2205,24414,33363,42406,-457,261,800,105,1079,163,368,64,54,32.0551,1050,307,543,-10,739,-4,915,-29,151674,4540.937,4597.9843
832,27,83,70,44,41,0.125,0.4285714285714285,0.6470588235294118,0.0,0.4791666666666667,8.0,7.0,17.0,2.0,48.0,6,16,10,0.2002,0.7341,-0.0757297,-0.42,1798,1,0,0,0,1,2,0,0,0,0,0,8,1078.0645,26505,35751,43992,442,1021,-2265,477,-5298,109,253,45,45,35.2392,868,188,519,23,703,-3,901,-33,38474,2590.8788,1997.7531
1812,26,78,17,106,3,0.5,0.6666666666666666,0.6296296296296297,0.6521739130434783,0.5789473684210527,16.0,33.0,27.0,23.0,19.0,10,24,25,0.2622,0.8654,-0.0945213,0.07,2288,1,0,1,1,1,1,0,0,1,1,1,7,1071.5297,27320,36271,43390,1661,1841,-2752,-929,-6094,144,312,78,47,34.1696,1051,252,542,62,735,64,900,49,93897,3097.4213,3152.9371
171,70,78,49,8,93,0.5416666666666666,0.6486486486486487,0.5625,0.5348837209302325,0.5,48.0,37.0,16.0,43.0,6.0,8,1,20,0.2439,0.2744,0.120982,1.6,1968,1,0,2,2,0,0,1,2,1,0,1,2,1162.7744,23833,32285,40298,970,1256,2222,1081,2683,101,319,79,49,32.8354,883,194,544,13,722,18,881,38,66242,2646.5244,4079.939
306,8,82,28,38,2,0.6666666666666666,0.6,0.6,0.7962962962962963,0.6,3.0,20.0,5.0,54.0,5.0,6,14,10,0.1625,0.5415,-0.0238527,-0.29,2216,1,0,2,2,1,1,0,0,1,0,0,3,962.2744,25207,34202,40253,2399,983,-4338,-1835,-7831,109,325,66,47,33.8448,1022,228,532,-7,728,11,852,15,56697,2700.9206,3051.6877
1826,6,16,46,32,105,1.0,0.6923076923076923,0.5833333333333334,0.8333333333333334,0.7142857142857143,2.0,13.0,12.0,6.0,14.0,12,14,35,0.278,0.6023,-0.0597499,-0.26,2590,0,1,4,4,1,1,0,0,1,1,1,9,1106.4324,24015,34135,42435,234,904,-1308,-898,-3193,172,421,93,64,32.2008,1122,268,518,7,693,8,883,68,126607,2561.9768,2341.9228
901,33,24,104,76,82,0.8611111111111112,0.6,0.45,0.782608695652174,0.6842105263157895,36.0,10.0,20.0,23.0,38.0,18,10,55,0.5279,0.8211,0.104991,1.79,2046,1,1,3,3,1,1,1,2,0,1,1,7,1343.0499,26885,36304,47849,1677,680,4133,-121,6393,135,364,75,59,34.3109,923,247,557,48,716,59,903,68,77486,3074.7214,3065.9531
1001,34,78,96,77,52,0.1666666666666666,0.3636363636363636,0.3125,0.5,0.125,6.0,11.0,16.0,6.0,8.0,11,17,18,0.411,1.0461,0.0688865,0.21,1606,0,1,2,2,0,0,0,0,1,1,1,7,1231.345,27681,37477,47487,985,1720,167,943,-2987,65,217,51,30,34.7073,751,178,535,-14,737,-10,887,22,59376,3370.7223,2888.7049
835,52,83,74,1,3,0.3684210526315789,0.217391304347826,0.3793103448275862,0.1333333333333333,0.1818181818181818,38.0,23.0,29.0,15.0,11.0,6,10,11,0.2102,0.5604,-0.113455,-0.6,1713,1,0,0,0,1,1,0,0,0,1,0,5,969.0718,24587,33509,41929,584,-885,-3847,-1201,-5578,105,254,55,41,33.2399,808,141,544,-56,736,-68,858,-106,34372,3373.2399,3086.62
422,61,78,28,1,30,0.5652173913043478,0.6486486486486487,0.5,0.6875,0.5,23.0,37.0,8.0,16.0,18.0,21,16,48,0.5375,0.9471,0.105304,1.06,2344,0,0,4,4,1,2,1,2,1,1,1,7,1198.8225,25480,36190,44759,1472,3953,2552,4386,3538,155,450,84,81,28.8481,893,234,520,21,707,18,826,-29,123811,2940.6655,2977.372
793,62,83,4,76,68,0.28,0.391304347826087,0.5833333333333334,0.28,0.25,25.0,23.0,12.0,25.0,24.0,10,22,24,0.314,0.9733,-0.0494834,-0.38,1911,0,0,1,1,1,2,0,0,0,0,0,7,1013.8462,25650,33975,42324,1416,271,-1923,-1351,-3143,129,301,57,65,31.0518,790,199,520,19,672,31,827,56,51279,3354.3485,2932.6217
1788,49,63,65,11,124,0.3793103448275862,0.2857142857142857,0.1666666666666666,0.0,0.1428571428571428,29.0,7.0,6.0,1.0,7.0,11,20,22,0.3245,0.9145,-0.0283272,-0.52,2034,1,0,1,1,1,1,0,1,1,0,1,0,1219.882,26434,36272,45611,481,192,-2351,-196,-4913,108,287,53,49,35.1917,976,217,571,37,745,11,929,-2,81864,4963.0678,4214.0708
1262,24,3,45,1,38,0.9,0.8888888888888888,0.9090909090909092,0.75,0.6956521739130435,10.0,18.0,11.0,12.0,23.0,13,10,32,0.4624,0.818,0.057045,1.53,1687,1,1,3,3,1,1,1,1,1,1,1,4,1298.8737,26539,37394,44514,1966,3462,2260,1723,1621,116,249,54,37,35.3883,820,175,582,63,763,70,893,90,68989,2929.1523,2332.9935
84,61,58,20,89,100,0.3,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,10.0,9.0,3.0,3.0,3.0,13,14,25,0.2718,0.5436,0.069731,1.0,2870,0,1,4,4,1,2,1,2,1,1,1,2,1087.547,23719,33291,40775,1416,2211,2399,2113,1814,253,614,120,82,31.2125,1255,238,527,60,730,87,893,73,123837,3464.7805,3456.7944
1839,68,62,54,24,82,0.6363636363636364,0.6595744680851063,0.75,0.6666666666666666,0.6785714285714286,11.0,47.0,4.0,33.0,28.0,6,17,8,0.1792,0.6869,0.00907198,0.33,2009,1,0,0,0,1,1,1,1,0,1,1,6,1114.2558,24997,33944,42510,1181,1296,967,-1776,-2017,125,267,45,54,36.1374,1014,196,553,-12,754,-33,938,2,70326,3860.9059,3863.7133
946,7,83,26,44,3,0.65,0.6521739130434783,0.8125,0.5,0.5789473684210527,60.0,23.0,16.0,4.0,19.0,7,8,17,0.2358,0.5053,-0.0537194,0.85,1781,0,1,4,4,1,1,1,2,1,1,1,7,1312.6895,25592,35380,44590,1059,1335,-747,1683,890,125,282,60,39,37.3273,904,204,566,26,776,37,965,23,54761,2365.8394,1867.4116
840,23,56,92,27,68,0.6521739130434783,0.6842105263157895,0.6538461538461539,0.75,0.7368421052631579,23.0,38.0,26.0,8.0,19.0,20,7,38,0.8909,1.2027,0.299349,3.73,1347,1,0,2,2,1,2,1,1,1,1,1,10,1574.5212,26757,42423,0,3748,11055,0,7430,0,75,170,22,27,35.7238,663,139,532,17,738,68,0,0,65144,2873.5412,3141.069
181,36,78,110,38,52,0.0909090909090909,0.0666666666666666,0.3103448275862069,0.4,0.5,11.0,15.0,29.0,30.0,10.0,3,15,2,0.1286,0.7714,-0.236801,-3.59,1400,1,0,0,0,1,1,0,0,0,0,0,2,759.7714,22498,30301,0,-3906,-6008,0,-2556,0,64,154,33,26,28.1571,541,116,424,-89,619,-91,0,0,30450,3078.6,2638.5
1684,12,62,9,49,41,0.68,0.5434782608695652,0.7297297297297297,0.6,0.6097560975609756,25.0,46.0,37.0,20.0,41.0,20,8,41,0.7357,1.03,0.10776,1.14,1631,1,1,3,3,1,1,1,1,0,1,1,8,1431.0239,25157,35286,50319,-900,773,8434,-98,9380,75,225,41,32,35.1318,780,175,535,-26,747,-29,921,46,84548,3916.1496,4317.4249
672,7,62,32,19,12,0.391304347826087,0.3684210526315789,0.3125,0.3333333333333333,1.0,23.0,38.0,32.0,6.0,1.0,13,6,29,0.4496,0.6225,0.205579,3.67,1735,1,1,2,2,1,2,1,1,1,1,1,7,1466.8703,27196,37137,50483,3574,5184,9368,2038,5938,107,264,52,46,37.6599,863,226,570,29,797,46,980,77,54950,2367.4236,2329.3833
1447,21,62,91,109,32,0.25,0.5961538461538461,0.5,0.6875,0.75,4.0,52.0,2.0,32.0,8.0,5,15,14,0.1422,0.569,-0.0500332,-0.61,2109,1,0,3,3,1,1,0,0,0,0,0,1,963.5277,24342,34633,42192,-316,1124,-4239,866,-5614,126,326,63,53,34.2532,969,235,563,43,764,49,918,46,69941,3289.5875,2989.0185
1216,16,27,45,86,125,0.0,0.2857142857142857,0.1666666666666666,0.0,0.1428571428571428,3.0,28.0,12.0,2.0,7.0,6,12,18,0.1819,0.5457,-0.111173,-2.9,1979,0,0,2,2,0,0,0,0,0,0,0,1,941.8999,23220,32646,39517,-3361,-2756,-7163,-1190,-7122,109,233,43,44,32.8044,887,195,519,-45,687,-44,844,-60,54162,3197.7969,3324.194
515,70,78,70,93,32,0.4210526315789473,0.3636363636363636,0.6470588235294118,0.3809523809523809,0.5,38.0,11.0,17.0,21.0,2.0,13,5,36,0.4485,0.621,0.219156,3.21,1739,1,1,3,3,1,1,1,1,1,1,1,6,1366.751,27516,34870,46583,3753,3642,8565,701,5619,123,273,64,39,36.1242,830,217,546,44,705,65,900,129,57960,2429.2582,2529.6952
717,23,78,9,61,29,0.3333333333333333,0.6666666666666666,0.65,0.375,0.6666666666666666,15.0,33.0,60.0,16.0,33.0,7,12,10,0.2404,0.6525,-0.127051,-0.94,1747,1,1,1,1,0,0,0,0,0,0,0,3,1006.7773,24760,34454,41645,-340,-880,-2590,167,-2143,113,213,49,30,36.0275,882,167,529,-18,773,7,944,-21,38909,2326.7773,2435.9588
1165,56,72,99,3,0,0.3333333333333333,0.6071428571428571,0.65625,0.6,0.0,9.0,28.0,32.0,20.0,2.0,12,22,31,0.2176,0.6165,-0.157127,-0.58,3309,1,0,4,2,0,0,1,1,1,0,0,3,1122.1759,25645,33918,43042,1165,281,105,1034,-535,257,596,126,123,33.1097,1492,334,591,16,780,5,958,18,131476,3281.2149,3428.4134
102,70,82,49,24,2,0.8205128205128205,0.6,0.7142857142857143,0.7142857142857143,0.6,39.0,20.0,21.0,14.0,5.0,14,4,46,0.4006,0.515,0.213121,1.21,2097,0,0,2,2,0,0,1,2,1,0,0,5,1311.073,25485,34136,45447,948,9,5069,648,8498,123,337,68,56,36.166,983,281,572,44,775,85,914,118,79605,3190.0429,3248.6123
776,23,7,100,71,68,0.7058823529411765,0.7297297297297297,0.8064516129032258,1.0,0.6470588235294118,17.0,37.0,31.0,2.0,34.0,15,10,36,0.4997,0.7996,-0.0385566,-2.29,1801,0,1,2,2,0,0,0,1,0,0,0,2,1273.2593,24017,33696,43434,-3489,-3823,-3661,2013,-1429,104,245,42,39,34.8806,857,190,557,38,760,34,913,40,66238,2283.598,2088.673
78,36,78,48,8,37,0.7692307692307693,0.6666666666666666,0.75,0.65,0.3846153846153846,26.0,33.0,28.0,60.0,13.0,16,15,43,0.4552,0.8819,0.0745299,1.01,2109,0,1,3,3,0,1,1,1,1,0,1,6,1244.9502,24723,34694,42855,15,1158,1466,645,1071,122,300,52,49,31.835,899,220,499,47,668,59,855,48,80102,2705.4623,2829.1038
